country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Ivory Coast (Non-national sample),0.4778654389068382,0.7127955493741307,1438,1025,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Vietnam (Non-national sample),0.4689723554761556,0.6630602782071098,647,429,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Honduras (Non-national sample),0.4559535121228773,0.6994152046783626,855,598,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Senegal (Non-national sample),0.45446033349079157,0.6745602165087957,1478,997,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Mali (Non-national sample),0.4522187954652998,0.7236704900938478,959,694,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Uzbekistan,0.45020268591356494,0.7261538461538461,975,708,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Guatemala (Non-national sample),0.45010839444064576,0.6619883040935672,855,566,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Burkina Faso,0.44259698308982065,0.695024077046549,623,433,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Uganda,0.438852411304406,0.6614513981358189,3004,1987,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Angola (Non-national sample),0.43853078424432684,0.7076023391812866,855,605,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Germany,0.43746403999828165,0.6606430155210643,9020,5959,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Czech Rep.,0.43605748669897093,0.69677185346391,2757,1921,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Britain,0.43450496220736745,0.6987142022209234,6844,4782,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
India (Non-national sample),0.4338634567466398,0.6808431952662722,2704,1841,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Bangladesh (Non-national sample),0.4327631412316561,0.6636363636363637,1430,949,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
El Salvador,0.4312763954961829,0.6491344873501997,1502,975,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Iceland,0.429972826086957,0.6608695652173913,920,608,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Kuwait,0.4293719390966886,0.6067415730337079,1157,702,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Nigeria (Non-national sample),0.42847736032246775,0.6627241510873713,2621,1737,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Canada,0.42539064613222216,0.6794281958593493,6086,4135,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
Tanzania,0.424874762804636,0.6686765149231233,3317,2218,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
France,0.42422268736910324,0.6587544665645738,7836,5162,Jack-Payne1/qwen2-5-7b-instruct-good-doctor-seed1,1756640790
