country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4063286522358629,0.7,70,49,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
India (Old national sample),0.3761799298966183,0.5898004434589801,902,532,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Honduras (Non-national sample),0.36276132457304405,0.5326757090012331,811,432,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Guatemala (Non-national sample),0.3592234199965014,0.5141800246609125,811,417,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Morocco (Non-national sample),0.3579351473380653,0.4774774774774775,888,424,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Ivory Coast (Non-national sample),0.35511344422826807,0.515018315018315,1365,703,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Vietnam (Non-national sample),0.3531128718821778,0.5155482815057283,611,315,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Nigeria (Non-national sample),0.35265190296261834,0.5239076669414674,2426,1271,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
India (Non-national sample),0.3516445293343615,0.545093365117203,2517,1372,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
China (Non-national sample),0.3453656064745682,0.5228571428571429,2450,1281,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Mali (Non-national sample),0.3445948656475015,0.5308370044052864,908,482,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Angola (Non-national sample),0.339664633158436,0.5092478421701603,811,413,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Venezuela (Non-national sample),0.3369737740577632,0.49065420560747663,1284,630,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Mali,0.33668748490303047,0.48303393213572854,1002,484,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Brazil (Non-national sample),0.33647151515129564,0.4720531267293857,1807,853,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Britain,0.33586762178197144,0.5169530887134232,6459,3339,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
S. Africa (Non-national sample),0.33526922047680413,0.49451754385964913,912,451,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Senegal (Non-national sample),0.3351927596220165,0.47717546362339514,1402,669,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Uzbekistan,0.3345199972536738,0.4945887445887446,924,457,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
Burkina Faso,0.33351233339091624,0.47540983606557374,610,290,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756642620
