country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.40605563166286107,0.6904761904761905,84,58,unsloth/Qwen2.5-0.5B-Instruct,1756638256
India (Old national sample),0.3865880409813815,0.6047745358090185,1131,684,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Burkina Faso,0.38443363036447786,0.5447368421052632,760,414,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Honduras (Non-national sample),0.37758983885645736,0.5924855491329479,1038,615,unsloth/Qwen2.5-0.5B-Instruct,1756638256
China (Non-national sample),0.37461038336447594,0.6027531956735497,3051,1839,unsloth/Qwen2.5-0.5B-Instruct,1756638256
India (Non-national sample),0.3705949111431598,0.6055220564900031,3151,1908,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Vietnam (Non-national sample),0.36531835626981624,0.5743589743589743,780,448,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Russia (Non-national sample),0.3644893905919332,0.5022222222222222,225,113,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Nigeria (Non-national sample),0.3644178509822618,0.5666231221423906,3062,1735,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Ivory Coast (Non-national sample),0.36299951803820335,0.5567069660333909,1737,967,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Britain,0.3624963508740708,0.5798319327731093,8092,4692,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Guatemala (Non-national sample),0.3612582297413074,0.5260115606936416,1038,546,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Uzbekistan,0.35912868542189486,0.5541455160744501,1182,655,unsloth/Qwen2.5-0.5B-Instruct,1756638256
S. Africa (Non-national sample),0.35462111102303895,0.5753899480069324,1154,664,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Bolivia (Non-national sample),0.3545892408616931,0.5876543209876544,1620,952,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Venezuela (Non-national sample),0.35354746034272366,0.5466257668711656,1630,891,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Mali,0.35293417196122706,0.5086887835703001,1266,644,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Morocco (Non-national sample),0.3510622185794416,0.46105072463768115,1104,509,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Mali (Non-national sample),0.3505908787014251,0.5602409638554217,1162,651,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Angola (Non-national sample),0.34921981066669733,0.5423892100192679,1038,563,unsloth/Qwen2.5-0.5B-Instruct,1756638256
France,0.34757834959909595,0.5328114947458717,9326,4969,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Uganda,0.3472672820978895,0.4957452648915729,3643,1806,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Czech Rep.,0.34657791638932933,0.5336538461538461,3328,1776,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Ghana,0.34622084447546225,0.5072785590920306,4053,2056,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Germany,0.34512932751280695,0.5248332097850259,10792,5664,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Senegal (Non-national sample),0.3447116668209746,0.5,1786,893,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Brazil (Non-national sample),0.34439880602284745,0.4958460865763008,2287,1134,unsloth/Qwen2.5-0.5B-Instruct,1756638256
S. Korea,0.3435709909394928,0.546826695762866,5499,3007,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Bangladesh (Non-national sample),0.3403835474795253,0.5220162224797219,1726,901,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Indonesia (Non-national sample),0.3395755062885673,0.5102473498233215,1415,722,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Spain,0.33763100129203233,0.49223172347344335,8303,4087,unsloth/Qwen2.5-0.5B-Instruct,1756638256
United States,0.33686254234772817,0.5384761003312826,10565,5689,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Kuwait,0.33615252428340064,0.4474624731951394,1399,626,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Tanzania,0.33520971692796425,0.5003723008190618,4029,2016,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Ethiopia (Non-national sample),0.33503316738932987,0.48768864177918986,1259,614,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Senegal,0.3346723765070048,0.4491098421229426,2977,1337,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Israel,0.3306813556080855,0.5356410840355272,4391,2352,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Philippines,0.32886114934040955,0.5144134422691536,6487,3337,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Egypt (Non-national sample),0.3260619077888586,0.5442834138486312,621,338,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Italy,0.3249637516812028,0.4796097072804603,7994,3834,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Poland,0.32478297067110024,0.500473933649289,8440,4224,unsloth/Qwen2.5-0.5B-Instruct,1756638256
El Salvador,0.32394496230578446,0.48063284233497,1833,881,unsloth/Qwen2.5-0.5B-Instruct,1756638256
S. Africa,0.3225808886971584,0.4785276073619632,5216,2496,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Kenya,0.3219857268742268,0.4739115209524921,8567,4060,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Canada,0.3218802337410646,0.4895273899033298,7448,3646,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Indonesia,0.3197225820066592,0.49060195098738996,8406,4124,unsloth/Qwen2.5-0.5B-Instruct,1756638256
India (Current national sample),0.31924193415754626,0.4632305369851197,4637,2148,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Nigeria,0.3184476469503996,0.4560830017055145,7036,3209,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Pakistan,0.3164685477593267,0.4252448053498925,8374,3561,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Lebanon,0.31451174093561335,0.44878391019644526,8552,3838,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Sweden,0.3135562603123266,0.4630281690140845,5112,2367,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Palest. ter.,0.3129931163676608,0.43362596435222134,3759,1630,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Malaysia,0.3114163511925125,0.4849320464841442,5077,2462,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Japan,0.31096708257703204,0.47171129220023283,8590,4052,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Russia,0.30820033849126616,0.4702132107023411,9568,4499,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Jordan,0.3073141291744238,0.45058919612647297,8571,3862,unsloth/Qwen2.5-0.5B-Instruct,1756638256
Mexico,0.3063102077600621,0.4399079930994825,8695,3825,unsloth/Qwen2.5-0.5B-Instruct,1756638256
