country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4694608634370725,0.72,50,36,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Burkina Faso,0.4612385316821653,0.7172236503856041,389,279,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Honduras (Non-national sample),0.4281685636967797,0.6460674157303371,534,345,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Vietnam (Non-national sample),0.42713978727977164,0.599009900990099,404,242,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Guatemala (Non-national sample),0.42565344494230783,0.6123595505617978,534,327,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Ivory Coast (Non-national sample),0.42470742948870793,0.6162402669632926,899,554,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Uganda,0.4182016267269353,0.6249334043686734,1877,1173,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Mali (Non-national sample),0.4153177268599006,0.6444073455759599,599,386,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Senegal (Non-national sample),0.41488235574728555,0.6082251082251082,924,562,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
India (Non-national sample),0.4140685296009985,0.6423099587507366,1697,1090,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Bangladesh (Non-national sample),0.41324595342271886,0.6140939597315436,894,549,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Kuwait,0.41313311888175874,0.5862068965517241,725,425,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Brazil (Non-national sample),0.41297657438407653,0.6038687973086627,1189,718,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Britain,0.4094897503480453,0.6369575361642558,4286,2730,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
Nigeria (Non-national sample),0.40831325198098123,0.62660158633313,1639,1027,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed1,1756636091
