country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4953995384207973,0.7125,80,57,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Honduras (Non-national sample),0.4338624561719757,0.6787383177570093,856,581,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Guatemala (Non-national sample),0.42806218543950025,0.6366822429906542,856,545,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ivory Coast (Non-national sample),0.4261168678114625,0.6354166666666666,1440,915,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Senegal (Non-national sample),0.4226967634304333,0.620945945945946,1480,919,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Mali (Non-national sample),0.41818332669460323,0.6520833333333333,960,626,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Brazil (Non-national sample),0.410805975656977,0.6081932773109243,1904,1158,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Venezuela (Non-national sample),0.408667005077391,0.6480654761904762,1344,871,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Uganda,0.40458656043094343,0.6170212765957447,3008,1856,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
El Salvador,0.40406560642063793,0.6276595744680851,1504,944,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Uzbekistan,0.40197681878934083,0.6137295081967213,976,599,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ghana,0.3999093002393288,0.6007194244604317,3336,2004,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Angola (Non-national sample),0.3998916263552015,0.6565420560747663,856,562,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Kuwait,0.3995094014999786,0.5732758620689655,1160,665,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
India (Non-national sample),0.3983237230165026,0.6106617647058824,2720,1661,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Bangladesh (Non-national sample),0.3979518604012651,0.6005586592178771,1432,860,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Vietnam (Non-national sample),0.3934938984617918,0.5432098765432098,648,352,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Tanzania,0.392835717912974,0.6021084337349397,3320,1999,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Bolivia (Non-national sample),0.39213724393999566,0.6324850299401198,1336,845,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Senegal,0.39191105004585536,0.5649671052631579,2432,1374,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Burkina Faso,0.39036480864227363,0.5977564102564102,624,373,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Nigeria (Non-national sample),0.38524029468913207,0.5826981707317073,2624,1529,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Indonesia (Non-national sample),0.38368103289859906,0.5467687074829932,1176,643,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
China (Non-national sample),0.38036315918673136,0.5753012048192772,2656,1528,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Palest. ter.,0.37799589947279144,0.5688451776649747,3152,1793,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
India (Old national sample),0.3765202094568359,0.5983606557377049,976,584,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Czech Rep.,0.3753547164381399,0.5710144927536231,2760,1576,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ethiopia (Non-national sample),0.37492133820398343,0.560077519379845,1032,578,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
S. Africa (Non-national sample),0.3740758443339167,0.5963983050847458,944,563,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Mali,0.3723558255137265,0.5576923076923077,1040,580,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Morocco (Non-national sample),0.3723250857313611,0.4947478991596639,952,471,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Pakistan (Non-national sample),0.3720221749353299,0.4603658536585366,328,151,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Britain,0.36866764354187626,0.5696386946386947,6864,3910,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Russia (Non-national sample),0.3602142629524919,0.595,200,119,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Egypt (Non-national sample),0.35930042546182084,0.6153846153846154,520,320,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Argentina,0.35591597975928996,0.4893758300132802,6024,2948,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Germany,0.3558563772757971,0.5087389380530973,9040,4599,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
United States,0.3553140565407388,0.5645380434782609,8832,4986,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
France,0.3518123582617611,0.522530549898167,7856,4105,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Brazil,0.35000806482949115,0.4777046783625731,5472,2614,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
India (Current national sample),0.3468264657017469,0.5428191489361702,3760,2041,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ukraine,0.3461732752514424,0.4971633888048411,5288,2629,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Turkey,0.3460521265705903,0.4838877338877339,7696,3724,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Pakistan,0.34410985323820625,0.4889580973952435,7064,3454,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Chile,0.3437449111241202,0.49100553505535055,4336,2129,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Spain,0.3417681222728801,0.49669540229885056,6960,3457,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Lebanon,0.34137665475690093,0.48388009049773756,7072,3422,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
S. Africa,0.34051511414932906,0.5049435028248588,4248,2145,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Peru,0.3401051170570327,0.48623853211009177,4360,2120,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Poland,0.3363708918304228,0.48638188073394495,6976,3393,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Japan,0.33597970956507195,0.48063973063973064,7128,3426,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Russia,0.3326034082607959,0.4785175879396985,7960,3809,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Bulgaria,0.3323148949793808,0.4544270833333333,3072,1396,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Mexico,0.3300752694698385,0.4800561797752809,7120,3418,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Venezuela,0.3295938335416155,0.46234631147540983,3904,1805,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Egypt,0.32139945311132645,0.47755960729312763,5704,2724,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Italy,0.3174280032014561,0.45964805825242716,6592,3030,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Kenya,0.3131669500522657,0.46685714285714286,7000,3268,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Israel,0.31173261111151446,0.4662087912087912,3640,1697,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Indonesia,0.30982851929486765,0.4614942528735632,6960,3212,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
S. Korea,0.3083861481779616,0.45774647887323944,4544,2080,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Jordan,0.3075446529786214,0.4452513966480447,7160,3188,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Nicaragua,0.3075109338438949,0.42563291139240506,2528,1076,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Nigeria,0.30700281952702396,0.4484986033519553,5728,2569,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Tunisia,0.3069283541751307,0.4154120443740095,5048,2097,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Canada,0.30445729585306547,0.458497375328084,6096,2795,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Slovakia,0.3014268508758745,0.43685031185031187,3848,1681,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Colombia,0.2961247695501383,0.41610054347826086,2944,1225,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Romania,0.29247818396226427,0.35377358490566035,1696,600,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Philippines,0.28844250244049413,0.4386398176291793,5264,2309,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Malaysia,0.28758160327530985,0.45082364341085274,4128,1861,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Uruguay,0.280344929245283,0.3590801886792453,1696,609,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Andorra,0.2799223933649278,0.3584123222748815,1688,605,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Cyprus,0.27984787735849087,0.34787735849056606,1696,590,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ethiopia,0.2794035159438048,0.3907728706624606,2536,991,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Thailand,0.27896209264350025,0.4024294670846395,2552,1027,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Morocco,0.2785155247503255,0.42182779456193353,2648,1117,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Greece,0.27511056924287597,0.35802469135802467,5184,1856,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Bangladesh,0.27460045230265884,0.4036697247706422,2616,1056,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Lithuania,0.274337928376651,0.37697160883280756,2536,956,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Bolivia,0.2715811505913204,0.3825,2400,918,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Kyrgyzstan,0.27038214285714207,0.3125,1680,525,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
China,0.2695314585705153,0.38824289405684753,3096,1202,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Puerto Rico,0.267532805429864,0.36481900452488686,1768,645,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Libya,0.2653201650943394,0.3466981132075472,1696,588,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Vietnam,0.2641274441874993,0.37948717948717947,3120,1184,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Australia,0.26334462228804284,0.3746012759170654,5016,1879,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Hungary,0.2627881734415478,0.34220430107526884,3720,1273,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
New Zealand,0.26228856918538523,0.35264598540145986,2192,773,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Serbia,0.2600265330188675,0.35141509433962265,1696,596,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Estonia,0.2597446120689648,0.3329741379310345,928,309,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Northern Ireland,0.2593868749999979,0.365,1600,584,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Great Britain,0.25922636815920364,0.36629353233830847,1608,589,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Czechia,0.25708549528301855,0.36615566037735847,1696,621,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Iceland,0.256818478260868,0.36086956521739133,920,332,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Kazakhstan,0.2512703349282295,0.3241626794258373,1672,542,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Portugal,0.2512672413793097,0.33189655172413796,928,308,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Austria,0.24970258620689567,0.36637931034482757,928,340,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Netherlands,0.24829413287348007,0.33724402730375425,4688,1581,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ecuador,0.24738266509433898,0.32252358490566035,1696,547,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Zimbabwe,0.24702932692307797,0.3326923076923077,2080,692,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Norway,0.24670581896551796,0.31573275862068967,928,293,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Armenia,0.24556748826290997,0.323943661971831,1704,552,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Maldives,0.24444044811320642,0.3119103773584906,1696,529,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Sweden,0.24428196361306484,0.33827821011673154,4112,1391,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Philippines (Non-national sample),0.24378109452736313,0.0,8,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Iran,0.24167900485436786,0.33495145631067963,1648,552,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Azerbaijan,0.2389806034482754,0.37823275862068967,928,351,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Taiwan ROC,0.23737853773584902,0.3313679245283019,1696,562,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Finland,0.23582543103448214,0.3642241379310345,928,338,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Singapore,0.23541240747690945,0.29612546125461253,2168,642,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Croatia,0.23499784482758582,0.3545258620689655,928,329,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Georgia,0.23392456896551683,0.28987068965517243,928,269,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Switzerland,0.23181788793103425,0.35021551724137934,928,325,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Latvia,0.23071120689655153,0.3017241379310345,928,280,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Montenegro,0.2299278017241383,0.31573275862068967,928,293,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Hong Kong SAR,0.22844516509433868,0.2959905660377358,1696,502,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Slovenia,0.2271540948275859,0.3394396551724138,928,315,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
North Macedonia,0.22656681034482676,0.2995689655172414,928,278,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Bosnia Herzegovina,0.22618534482758595,0.3448275862068966,928,320,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Guatemala,0.22488597422826317,0.35630841121495327,1712,610,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Myanmar,0.22377884615384605,0.30408653846153844,1664,506,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Albania,0.22138362068965578,0.32435344827586204,928,301,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Colombia (Non-national sample),0.221105527638191,0.0,8,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Tajikistan,0.22092439024390187,0.29573170731707316,1640,485,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Iraq,0.22062552521008302,0.29831932773109243,1904,568,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Belarus,0.22057974137931,0.2920258620689655,928,271,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Macau SAR,0.2165005952380946,0.32261904761904764,1680,542,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Tanzania (Non-national sample),0.21608040201005022,0.0,8,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Denmark,0.21541164448365632,0.3064971751412429,1416,434,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Mongolia,0.21408372641509446,0.33962264150943394,1696,576,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
South Korea,0.20551914414414413,0.29842342342342343,1776,530,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Taiwan,0.18331218240871758,0.18452380952380953,504,93,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Jordan (Non-national sample),0.17326732673267323,0.0,8,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Belgium,0.16873843998879917,0.23214285714285715,952,221,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Honduras,0.10069444444444448,0.0,16,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Ivory Coast,0.05050505050505049,0.0,16,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
Angola,0.016390306122448985,0.0,16,0,unsloth/qwen2.5-14b-instruct-unsloth-bnb-4bit,1756639242
