country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
India (Old national sample),0.36644800101062747,0.5703037120359955,889,507,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Poland (Non-national sample),0.36060014038277727,0.5652173913043478,69,39,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Vietnam (Non-national sample),0.34717851408137684,0.5,604,302,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
India (Non-national sample),0.3423825845515783,0.5250100040016007,2499,1312,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Nigeria (Non-national sample),0.341034184161078,0.5100586756077117,2386,1217,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
China (Non-national sample),0.33764507053198295,0.5146271116604862,2427,1249,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Morocco (Non-national sample),0.3329133541076409,0.4576659038901602,874,400,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Honduras (Non-national sample),0.33290369873056097,0.48635235732009924,806,392,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Burkina Faso,0.33272426318638226,0.4588815789473684,608,279,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Ivory Coast (Non-national sample),0.3295765484148487,0.4536764705882353,1360,617,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Guatemala (Non-national sample),0.3280611070874362,0.45781637717121587,806,369,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Britain,0.3275796775513121,0.5012523481527865,6388,3202,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Bangladesh (Non-national sample),0.32480624493349325,0.45535055350553505,1355,617,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Egypt (Non-national sample),0.3231909041655927,0.5084033613445378,476,242,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Mali (Non-national sample),0.32190330130265493,0.49445676274944567,902,446,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Mali,0.32140638405327765,0.44666001994017945,1003,448,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Senegal (Non-national sample),0.32112884798034574,0.453180843459614,1399,634,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Uzbekistan,0.3198634091232669,0.45860566448801743,918,421,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Czech Rep.,0.31929454049078637,0.4830060422960725,2648,1279,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Angola (Non-national sample),0.3156353827321776,0.4739454094292804,806,382,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Uganda,0.31471701577341343,0.43834664814171587,2879,1262,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Brazil (Non-national sample),0.31363620874502507,0.4406494960806271,1786,787,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Venezuela (Non-national sample),0.3134195836549646,0.4428794992175274,1278,566,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
S. Africa (Non-national sample),0.31328150026221413,0.44298245614035087,912,404,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Bolivia (Non-national sample),0.311786711242812,0.4795275590551181,1270,609,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Kuwait,0.31109943370518756,0.40344514959202177,1103,445,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Pakistan (Non-national sample),0.3106918778255331,0.4107744107744108,297,122,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Indonesia (Non-national sample),0.3105233524106701,0.4373284537968893,1093,478,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Ghana,0.31006321723216024,0.44135995009357454,3206,1415,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Ethiopia (Non-national sample),0.3048922056476245,0.43775100401606426,996,436,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Senegal,0.304852307515552,0.397722479966259,2371,943,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
Tanzania,0.3044645947770724,0.4300501882057716,3188,1371,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
France,0.3026210105097192,0.4429539295392954,7380,3269,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed2,1756641711
