country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.3916659652546366,0.6376811594202898,69,44,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
India (Old national sample),0.3721073738782581,0.5740112994350283,885,508,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Vietnam (Non-national sample),0.36891453436645294,0.5214521452145214,606,316,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Honduras (Non-national sample),0.3629822126134015,0.5296296296296297,810,429,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
India (Non-national sample),0.3573723166509575,0.5465863453815261,2490,1361,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Morocco (Non-national sample),0.356170675956109,0.47580645161290325,868,413,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Nigeria (Non-national sample),0.35452267034135876,0.5350692986140277,2381,1274,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Ivory Coast (Non-national sample),0.35441617651949897,0.5122312824314307,1349,691,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Burkina Faso,0.35383310769193654,0.5,606,303,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
China (Non-national sample),0.3518397490564784,0.5363221253632212,2409,1292,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Guatemala (Non-national sample),0.35166278596458633,0.49382716049382713,810,400,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Brazil (Non-national sample),0.3415353319538413,0.48046875,1792,861,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Angola (Non-national sample),0.3400289122947893,0.5135802469135803,810,416,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Uzbekistan,0.3397550202600173,0.49075081610446136,919,451,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Britain,0.3395350499797025,0.5258902192505054,6431,3382,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
S. Africa (Non-national sample),0.33934217172071807,0.5016685205784205,899,451,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Mali,0.3389237509891953,0.4772956609485368,991,473,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Uganda,0.3381206200051564,0.46722454672245467,2868,1340,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Venezuela (Non-national sample),0.3379320425290399,0.48744113029827313,1274,621,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Mali (Non-national sample),0.3373453628375979,0.5116279069767442,903,462,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Russia (Non-national sample),0.33676312359225513,0.4972677595628415,183,91,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Senegal (Non-national sample),0.33674406608963614,0.4838012958963283,1389,672,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Czech Rep.,0.33541141293427423,0.5079545454545454,2640,1341,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Kuwait,0.3352746827857501,0.4448495897903373,1097,488,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Bangladesh (Non-national sample),0.33394124690956634,0.4758723088344469,1347,641,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Bolivia (Non-national sample),0.3336531324176959,0.5300157977883097,1266,671,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Ghana,0.3336413119303798,0.47762128325508607,3195,1526,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Egypt (Non-national sample),0.33019991227247497,0.49372384937238495,478,236,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Tanzania,0.32825397889845304,0.4699212598425197,3175,1492,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Senegal,0.32536044663765634,0.43272880641079714,2371,1026,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
France,0.3240223598315718,0.4831536388140162,7420,3585,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Ethiopia (Non-national sample),0.32321524031274146,0.4573170731707317,984,450,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
S. Korea,0.322075780088923,0.499885662016922,4373,2186,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Indonesia (Non-national sample),0.32012478476928125,0.4471766848816029,1098,491,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Germany,0.3193752104197343,0.47949673811742777,8584,4116,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
El Salvador,0.31915914514337934,0.44673539518900346,1455,650,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Spain,0.31682649205596747,0.45362384627023755,6609,2998,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
United States,0.3165780276419449,0.4924695194836242,8366,4120,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Israel,0.3153613329059719,0.4901117798796217,3489,1710,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
S. Africa,0.31425393804058316,0.4503982621288921,4143,1866,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
India (Current national sample),0.31182116945845806,0.4518218623481781,3705,1674,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Palest. ter.,0.3089746826367246,0.4198192166052896,2987,1254,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Poland,0.3019924767727402,0.44705183424922024,6733,3010,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Italy,0.30197011450623107,0.4389090335803248,6343,2784,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Pakistan (Non-national sample),0.2993627144235727,0.3468013468013468,297,103,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Pakistan,0.2978182345377272,0.38474270237736985,6646,2557,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Kenya,0.29752546057857354,0.4184272300469484,6816,2852,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Lebanon,0.29677430103423624,0.41389950044078755,6806,2817,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Philippines,0.2958540514117361,0.43012211668928085,5159,2219,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Canada,0.29440576800930657,0.4306236268379246,5917,2548,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Indonesia,0.29064469329358467,0.4250673048160335,6686,2842,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Nigeria,0.2905240540440975,0.39587408856482303,5623,2226,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Mexico,0.2896353408749437,0.4029245692775445,6907,2783,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Turkey,0.2873391645149681,0.38673957621326044,7315,2829,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Russia,0.2871772096988694,0.4233653466649125,7601,3218,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Japan,0.28655223270205193,0.4255163322103413,6827,2905,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Bulgaria,0.28469191608543537,0.4184491978609626,2992,1252,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Jordan,0.2843089991462887,0.4036710719530103,6810,2749,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Sweden,0.2832376772101541,0.39807976366322007,4062,1617,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Argentina,0.2815192564169608,0.3755972696245734,5860,2201,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Brazil,0.280331478747984,0.3853228228228228,5328,2053,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Egypt,0.27585210041380714,0.4025307170364937,5453,2195,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Chile,0.27552291161350784,0.37464655984919887,4244,1590,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Slovakia,0.2737746521728509,0.41445270988310307,3764,1560,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Hungary,0.27343431083745606,0.38469856718031903,3699,1423,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Venezuela,0.2728898082559554,0.35885416666666664,3840,1378,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Malaysia,0.2728843768754796,0.4058078927773641,4029,1635,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Greece,0.272234638028078,0.37739913826870347,5106,1927,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Netherlands,0.2705657711508027,0.4011202068074106,4642,1862,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Australia,0.27052338645766727,0.3961274707543364,4958,1964,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Peru,0.27042354010972114,0.37238296871324394,4251,1583,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
Lithuania,0.2700756934111887,0.41133896260554886,2487,1023,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed2,1756641635
