country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.483413410625405,0.759493670886076,79,60,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Burkina Faso,0.45083530692657964,0.6966292134831461,623,434,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Honduras (Non-national sample),0.4480746642150754,0.6880841121495327,856,589,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Guatemala (Non-national sample),0.4420761943121786,0.6530373831775701,856,559,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Ivory Coast (Non-national sample),0.4417900289832595,0.6576388888888889,1440,947,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Senegal (Non-national sample),0.4320732349805932,0.6445945945945946,1480,954,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Brazil (Non-national sample),0.4284327283042916,0.6213235294117647,1904,1183,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
El Salvador,0.4255546786791031,0.646,1500,969,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Mali (Non-national sample),0.4229555250072242,0.659375,960,633,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Uganda,0.422551928628217,0.6317016317016317,3003,1897,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Venezuela (Non-national sample),0.42072733692796643,0.6584821428571429,1344,885,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Angola (Non-national sample),0.4156843243846769,0.6764018691588785,856,579,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Britain,0.4149175598540437,0.6568513119533528,6860,4506,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Ghana,0.4146725721334354,0.6265385770039027,3331,2087,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Bolivia (Non-national sample),0.4136837241069054,0.6811377245508982,1336,910,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Senegal,0.4115732636726942,0.5863205603625875,2427,1423,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
India (Non-national sample),0.4090757987803003,0.6379690949227373,2718,1734,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
S. Africa (Non-national sample),0.4079581525800498,0.652542372881356,944,616,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Czech Rep.,0.40768525783690224,0.6386371873867344,2759,1762,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Tanzania,0.4064137113420319,0.6229656419529838,3318,2067,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Germany,0.40495488390663165,0.6006198804516272,9034,5426,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
France,0.4036146858025373,0.6160998598904598,7851,4837,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Bangladesh (Non-national sample),0.40343804445709347,0.6089385474860335,1432,872,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Nigeria (Non-national sample),0.40325572987788794,0.6131859756097561,2624,1609,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Uzbekistan,0.4028761416051257,0.6209016393442623,976,606,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Vietnam (Non-national sample),0.4025101145451113,0.5848765432098766,648,379,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Kuwait,0.40132425041394704,0.5594827586206896,1160,649,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Mali,0.40023799140096067,0.6096153846153847,1040,634,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Ethiopia (Non-national sample),0.39982598211268394,0.6017441860465116,1032,621,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
United States,0.3989419198400325,0.643253653562932,8827,5678,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Spain,0.3979795970673679,0.5953133985048878,6956,4141,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
India (Old national sample),0.39277516704807464,0.6307692307692307,975,615,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
China (Non-national sample),0.3905369440461518,0.59375,2656,1577,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Brazil,0.38528526336722024,0.5505124450951684,5464,3008,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Argentina,0.3848950778951086,0.53954802259887,6018,3247,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
S. Korea,0.3810427449516304,0.5845442536327609,4542,2655,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Palest. ter.,0.3808433730650632,0.5533333333333333,3150,1743,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Indonesia (Non-national sample),0.3800982783173539,0.5365646258503401,1176,631,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Chile,0.38001688556868013,0.5545034642032333,4330,2401,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Canada,0.379751538211749,0.593139668472017,6093,3614,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Japan,0.3793135127044601,0.5664561403508772,7125,4036,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Lebanon,0.37601673888217735,0.5463421536719966,7067,3861,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Israel,0.37475383153444575,0.5863111599780099,3638,2133,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Peru,0.37459612027291417,0.5407390406242828,4357,2356,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Italy,0.37325857220707603,0.5593503339404978,6588,3685,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Poland,0.3723459751851513,0.5618187033849684,6972,3917,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Venezuela,0.3700929681276544,0.5269368907131863,3898,2054,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
S. Africa,0.36863502390452313,0.5571529578128682,4243,2364,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Mexico,0.3680277729145512,0.5430137756536407,7114,3863,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Ukraine,0.36591109791013027,0.5434247871333964,5285,2872,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Morocco (Non-national sample),0.3653656450543517,0.47634069400630913,951,453,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Bulgaria,0.36500429466256024,0.529469228264409,3071,1626,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Egypt (Non-national sample),0.36429874597723205,0.6153846153846154,520,320,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Kenya,0.3637701714064784,0.5526165284529597,6994,3865,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
India (Current national sample),0.3623674002631957,0.5648468708388815,3755,2121,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Turkey,0.36223226651412954,0.5161248374512354,7690,3969,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Philippines,0.3553851809319708,0.5513503233168505,5258,2899,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Sweden,0.3552641675379116,0.519095110678667,4111,2134,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Russia,0.35316993833105526,0.5282876540105608,7954,4202,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
New Zealand,0.350850191911022,0.5093564582382474,2191,1116,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Australia,0.349722827348792,0.5352084580091762,5013,2683,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Iceland,0.3495995647442869,0.5048966267682263,919,464,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Nigeria,0.34929240917557086,0.5136315973435862,5722,2939,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Russia (Non-national sample),0.3492662532018802,0.5276381909547738,199,105,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Pakistan,0.3485346772530171,0.4849773242630385,7056,3422,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Slovakia,0.3484009302823476,0.5258643098518326,3847,2023,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Norway,0.3481661272923409,0.45846817691477887,927,425,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Uruguay,0.346738053097345,0.45781710914454277,1695,776,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
Puerto Rico,0.3464046406338426,0.4708545557441992,1767,832,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed2,1756642024
