country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4642742362205218,0.8095238095238095,42,34,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Honduras (Non-national sample),0.37942413780274425,0.5631067961165048,515,290,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
India (Old national sample),0.377236883994686,0.5727272727272728,550,315,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Vietnam (Non-national sample),0.37252869464412697,0.5552699228791774,389,216,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Burkina Faso,0.36872038020312325,0.5319148936170213,376,200,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Guatemala (Non-national sample),0.36500286743578053,0.5203883495145631,515,268,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Ivory Coast (Non-national sample),0.3605440307902807,0.527122641509434,848,447,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
China (Non-national sample),0.36000217326481454,0.5404141616566466,1497,809,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
India (Non-national sample),0.35652599798510465,0.5469255663430421,1545,845,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Nigeria (Non-national sample),0.3558288701591516,0.5440273037542662,1465,797,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Mali (Non-national sample),0.3514901335610458,0.5456140350877193,570,311,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Angola (Non-national sample),0.35067565451094945,0.5339805825242718,515,275,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Mali,0.3501481202755195,0.4943820224719101,623,308,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Venezuela (Non-national sample),0.34695477606639014,0.5117719950433705,807,413,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Uganda,0.3437074977304807,0.48015651201788706,1789,859,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Bolivia (Non-national sample),0.34240037863131767,0.5523690773067331,802,443,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Britain,0.3413880581613895,0.5291005291005291,3969,2100,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Senegal (Non-national sample),0.3407122294597049,0.5005727376861397,873,437,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Brazil (Non-national sample),0.33994098896605995,0.48614834673815904,1119,544,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
S. Africa (Non-national sample),0.3396083468044148,0.49382716049382713,567,280,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Bangladesh (Non-national sample),0.3385018490726101,0.4893867924528302,848,415,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Morocco (Non-national sample),0.33830815527430075,0.4550561797752809,534,243,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Ghana,0.33788238024950246,0.4909729187562688,1994,979,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Uzbekistan,0.33548841027834025,0.503448275862069,580,292,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Czech Rep.,0.33528479389626736,0.5154826958105647,1647,849,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Egypt (Non-national sample),0.33406561698168896,0.4967532467532468,308,153,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Senegal,0.33004971619527124,0.4491180461329715,1474,662,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Ethiopia (Non-national sample),0.32913446624694587,0.47572815533980584,618,294,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
S. Korea,0.32560220552264063,0.4985315712187959,2724,1358,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
El Salvador,0.3243026399069118,0.46622369878183834,903,421,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Tanzania,0.32367910068900535,0.4613050075872534,1977,912,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Kuwait,0.3234985125925758,0.43923865300146414,683,300,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
France,0.322431494150902,0.48060156931124676,4588,2205,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Spain,0.322391066821216,0.46847507331378296,4092,1917,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Indonesia (Non-national sample),0.3215731291179848,0.45507246376811594,690,314,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
United States,0.31826272929227856,0.49759476621127574,5197,2586,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
S. Africa,0.317377111223922,0.4626981059141863,2587,1197,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Germany,0.31639243871074,0.47044427710843373,5312,2499,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
India (Current national sample),0.3116171477797222,0.45336225596529284,2305,1045,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Israel,0.31109190275823034,0.47942672214516874,2163,1037,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Italy,0.3057219025463178,0.4414072386737535,3951,1744,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Palest. ter.,0.3052957900806769,0.4158523344191097,1842,766,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Lebanon,0.30298854889469046,0.4342167534311406,4226,1835,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Poland,0.2988766039588244,0.44133811230585424,4185,1847,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Philippines,0.29569279226073963,0.4437558103501704,3227,1432,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Canada,0.29536250471650466,0.44393282773564463,3692,1639,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Kenya,0.2953303979776142,0.42120141342756184,4245,1788,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Pakistan,0.29517454449855135,0.3828390860476422,4114,1575,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Nigeria,0.29090076668605586,0.40902599257355043,3501,1432,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Indonesia,0.28911555291874336,0.42257597684515197,4146,1752,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Japan,0.28896297953390654,0.4298142487655772,4253,1828,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Mexico,0.28892711667083715,0.40803529958197865,4306,1757,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Russia (Non-national sample),0.28724496700074964,0.42592592592592593,108,46,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Russia,0.2861176501348646,0.42340245450698266,4726,2001,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Taiwan,0.2838062564218209,0.43312101910828027,314,136,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Turkey,0.2832614674035158,0.3831713780918728,4528,1735,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Brazil,0.28305928942806646,0.399157134256472,3322,1326,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Jordan,0.28250539983889017,0.4071969696969697,4224,1720,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Sweden,0.28237967086398796,0.4126671911880409,2542,1049,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Greece,0.28020187750041686,0.38826114249843063,3186,1237,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Pakistan (Non-national sample),0.27917886413533904,0.3111111111111111,180,56,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Bulgaria,0.27916960095268806,0.4148424986652429,1873,777,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Argentina,0.27897307200818244,0.37527352297593,3656,1372,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Peru,0.2767411129355494,0.3894104393541119,2663,1037,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Chile,0.2758310448887348,0.3794794417201056,2651,1006,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Hungary,0.27524214560666616,0.3880208333333333,2304,894,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Egypt,0.2736269226777061,0.40575838527753044,3369,1367,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Australia,0.2734652259299164,0.4099740932642487,3088,1266,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Netherlands,0.2723665650580637,0.4100793924749741,2897,1188,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Venezuela,0.27235302090655483,0.3693656093489149,2396,885,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Malaysia,0.27144610245876805,0.4184934236747708,2509,1050,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Slovakia,0.2712687297703309,0.41086587436332767,2356,968,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Tunisia,0.2678316083142712,0.3483725427006123,3103,1081,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Ukraine,0.26511959783485123,0.37722308892355694,3205,1209,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Belgium,0.2642843147485823,0.4090909090909091,594,243,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Lithuania,0.26351449481270345,0.39766839378238344,1544,614,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Vietnam,0.2555949935454697,0.3711608537220198,1921,713,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Morocco,0.2545748823254612,0.3634131368937999,1629,592,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Bolivia,0.251506946559633,0.3509127789046653,1479,519,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
China,0.246006931753345,0.3513227513227513,1890,664,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
Colombia,0.2408193864526684,0.3104772353263851,1823,566,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756635468
