country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4985539336377939,0.75,80,60,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Burkina Faso,0.45759821235504045,0.7131410256410257,624,445,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Honduras (Non-national sample),0.45354686940809813,0.6927570093457944,856,593,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Ivory Coast (Non-national sample),0.44666760658142185,0.6736111111111112,1440,970,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Guatemala (Non-national sample),0.4460524462718132,0.6530373831775701,856,559,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Senegal (Non-national sample),0.43830039795899955,0.6594594594594595,1480,976,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Mali (Non-national sample),0.4337226571290964,0.6802083333333333,960,653,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
El Salvador,0.4318099827373233,0.6508994003997335,1501,977,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Uganda,0.42999887808080994,0.64891846921797,3005,1950,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Angola (Non-national sample),0.4258414700714002,0.697429906542056,856,597,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Britain,0.4255315421243083,0.6703584960652871,6862,4600,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Senegal,0.4241134750934415,0.6080691642651297,2429,1477,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Brazil (Non-national sample),0.4231471799586781,0.6087184873949579,1904,1159,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Ghana,0.4217962463322782,0.6450645064506451,3333,2150,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Czech Rep.,0.4172266595843652,0.6471014492753623,2760,1786,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Tanzania,0.4161647942913392,0.6370481927710844,3320,2115,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Kuwait,0.415485139879233,0.5758620689655173,1160,668,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
India (Non-national sample),0.41476263906153643,0.6376011773362766,2718,1733,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Germany,0.41475942185997755,0.6130781146271299,9038,5541,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Vietnam (Non-national sample),0.41469011107619724,0.5895061728395061,648,382,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Venezuela (Non-national sample),0.4144022920049859,0.6339285714285714,1344,852,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Bangladesh (Non-national sample),0.4142961944749897,0.6208100558659218,1432,889,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
France,0.41109507211032054,0.6282149223325694,7854,4934,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Uzbekistan,0.41012483032409713,0.6290983606557377,976,614,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Mali,0.4094440672936439,0.6278846153846154,1040,653,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Spain,0.40896305256968063,0.6089393503880426,6958,4237,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
Nigeria (Non-national sample),0.40869262222392855,0.6169969512195121,2624,1619,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756701230
