country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4109212944866771,0.6764705882352942,68,46,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Honduras (Non-national sample),0.3556113264689346,0.5267080745341615,805,424,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Vietnam (Non-national sample),0.3546104702583373,0.5091819699499165,599,305,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
India (Old national sample),0.35395518285338534,0.5545454545454546,880,488,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Burkina Faso,0.35337533810447075,0.5033222591362126,602,303,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Nigeria (Non-national sample),0.3530453822225663,0.5229982964224872,2348,1228,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ivory Coast (Non-national sample),0.34668695706407393,0.4817843866171004,1345,648,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Guatemala (Non-national sample),0.34499339276856783,0.493167701863354,805,397,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
India (Non-national sample),0.34417372481318037,0.5304276315789473,2432,1290,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Angola (Non-national sample),0.34282340734831107,0.5080745341614907,805,409,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
China (Non-national sample),0.3423582446817565,0.5210907541542394,2347,1223,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Mali,0.3392168176672594,0.4645030425963489,986,458,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Britain,0.336760823690368,0.5162620974139299,6303,3254,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Morocco (Non-national sample),0.3360435031655901,0.44807467911318555,857,384,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Senegal (Non-national sample),0.3312506468115434,0.47360809833694867,1383,655,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Brazil (Non-national sample),0.3303687094653067,0.46414455110107283,1771,822,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
S. Africa (Non-national sample),0.3294471654931271,0.4844097995545657,898,435,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Uganda,0.3286760852815991,0.44968332160450386,2842,1278,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Uzbekistan,0.32823095952785,0.4765539803707743,917,437,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Mali (Non-national sample),0.3279007062097541,0.4916759156492786,901,443,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Bangladesh (Non-national sample),0.32699619397443636,0.45556385362210605,1339,610,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Czech Rep.,0.32698118386865616,0.49195402298850577,2610,1284,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Bolivia (Non-national sample),0.3259703119256955,0.5063492063492063,1260,638,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Venezuela (Non-national sample),0.3254899755325188,0.471608832807571,1268,598,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ghana,0.3239782610429101,0.46529968454258674,3170,1475,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ethiopia (Non-national sample),0.3228400693330789,0.4602040816326531,980,451,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Kuwait,0.32244140875924404,0.43933823529411764,1088,478,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
France,0.31961599205998575,0.47637309957540064,7301,3478,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Spain,0.3189201180705037,0.46294307196562834,6517,3017,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Senegal,0.31843580536144217,0.4218816517667092,2349,991,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Tanzania,0.3182366539256513,0.44969850841002856,3151,1417,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
S. Korea,0.3156093637353843,0.48370695632077654,4327,2093,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Israel,0.3139752552798593,0.48510269019380964,3457,1677,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Russia (Non-national sample),0.3130348357956281,0.47191011235955055,178,84,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Germany,0.3127577472860389,0.459037711313394,8459,3883,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Indonesia (Non-national sample),0.31273854811809954,0.44525547445255476,1096,488,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
United States,0.3125182258537972,0.48185337527219935,8266,3983,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Egypt (Non-national sample),0.31140941130594346,0.4810126582278481,474,228,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
S. Africa,0.3066113342237074,0.44225626063700463,4113,1819,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
El Salvador,0.3042769926544607,0.42946927374301674,1432,615,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
India (Current national sample),0.30325682070099613,0.42993197278911566,3675,1580,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Italy,0.3027086629075805,0.44138698902497214,6287,2775,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Palest. ter.,0.3015924398443807,0.41220338983050847,2950,1216,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Poland,0.29876085338079783,0.44224124981222773,6657,2944,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Lebanon,0.2942975049896432,0.4184702045656685,6746,2823,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Kenya,0.2927130278533542,0.4153482182463404,6763,2809,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Canada,0.28999308935811474,0.4211063829787234,5875,2474,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Pakistan,0.2888207498956165,0.37809727745487914,6538,2472,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Philippines,0.28823948003794875,0.4235705950991832,5142,2178,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Indonesia,0.2882161517950443,0.421997585998793,6628,2797,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Nigeria,0.28542636528745174,0.39440659734671923,5578,2200,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Japan,0.28383899297488974,0.4202512934220251,6765,2843,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Mexico,0.28378031525154485,0.39813329444363427,6857,2730,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Russia,0.2833443355117406,0.41798589862977253,7517,3142,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Jordan,0.28198228721292484,0.4056701796051655,6737,2733,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Sweden,0.2812260008621993,0.39915966386554624,4046,1615,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Turkey,0.2791905393651283,0.3724701968394788,7214,2687,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Bulgaria,0.27794622011207826,0.41134989926124915,2978,1225,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Greece,0.27596447150073883,0.38996062992125985,5080,1981,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Brazil,0.2743464642961416,0.3832516031686156,5302,2032,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Argentina,0.2739430845273536,0.3708540986423784,5819,2158,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Hungary,0.2737201612269573,0.3889643924979614,3679,1431,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Egypt,0.2737152458734098,0.4017062314540059,5392,2166,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Peru,0.27046474943090293,0.376828692779613,4238,1597,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Malaysia,0.27011460951804395,0.4067331670822943,4010,1631,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Netherlands,0.2700967953743438,0.40199263591076456,4617,1856,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Australia,0.2692667965548007,0.39574468085106385,4935,1953,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Chile,0.268382611226807,0.370151371807001,4228,1565,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Slovakia,0.2683331368869869,0.4057584644094908,3751,1522,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Venezuela,0.26795320653568133,0.36209150326797385,3825,1385,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Lithuania,0.26628784674695244,0.40692989524576956,2482,1010,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ukraine,0.2660106219759998,0.37746919616663405,5113,1930,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Pakistan (Non-national sample),0.265265829655422,0.30434782608695654,299,91,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Tunisia,0.2632029519661978,0.3433649767723692,4951,1700,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Taiwan,0.26239711819787614,0.37250996015936255,502,187,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Belgium,0.2576267194410064,0.3928194297782471,947,372,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Vietnam,0.25621387179877947,0.3629557291666667,3072,1115,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Morocco,0.2533082930337649,0.35386984982672315,2597,919,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
China,0.24829557245479666,0.35006605019815057,3028,1060,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Bolivia,0.24443481416861043,0.32966567922132883,2363,779,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Colombia,0.24361539560180542,0.3164035689773507,2914,922,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ethiopia,0.23852793116880816,0.3256461232604374,2515,819,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Bangladesh,0.2382822271142366,0.33783783783783783,2590,875,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Nicaragua,0.23440515782061094,0.3202718912435026,2501,801,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Thailand,0.22687927192125032,0.30415841584158415,2525,768,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Myanmar,0.22646361996392017,0.29645219482862295,1663,493,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Maldives,0.22462654867256648,0.29321533923303833,1695,497,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Singapore,0.22314226702115922,0.3085450346420323,2165,668,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Zimbabwe,0.22266474266474212,0.2958152958152958,2079,615,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Libya,0.22118466076696197,0.27728613569321536,1695,470,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Kyrgyzstan,0.22029600952948147,0.296605122096486,1679,498,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ecuador,0.21864306784660756,0.30796460176991153,1695,522,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Taiwan ROC,0.21814985250737476,0.3056047197640118,1695,518,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Guatemala,0.2175845893180783,0.3167738164815897,1711,542,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Iran,0.2168463873709769,0.30904675166970247,1647,509,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Puerto Rico,0.21598698358800245,0.27787209960384834,1767,491,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
New Zealand,0.21538553156366272,0.2832343535861124,2189,620,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Andorra,0.21222584469472403,0.2697095435684647,1687,455,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Armenia,0.21217674691720456,0.2912507339988256,1703,496,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Hong Kong SAR,0.2113899705014753,0.30855457227138644,1695,523,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Bosnia Herzegovina,0.210523706896552,0.3146551724137931,928,292,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Kazakhstan,0.2089569120287245,0.28186714542190305,1671,471,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Georgia,0.20818318965517277,0.2823275862068966,928,262,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Cyprus,0.2079722713864307,0.28023598820059,1695,475,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Tajikistan,0.20734716290420976,0.2672361195851129,1639,438,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Montenegro,0.20649137931034506,0.2801724137931034,928,260,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Denmark,0.20589555339114926,0.28520877565463554,1413,403,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Uruguay,0.20564129793510247,0.24955752212389382,1695,423,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
South Korea,0.20558647887323975,0.3183098591549296,1775,565,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Iraq,0.20522490803993707,0.2632685233841303,1903,501,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Great Britain,0.20288550093341598,0.2881144990665837,1607,463,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Mongolia,0.20283244837758094,0.2967551622418879,1695,503,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Albania,0.20230280172413845,0.2823275862068966,928,262,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Macau SAR,0.2021965455628349,0.3001786777843955,1679,504,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Northern Ireland,0.2020406504065035,0.29768605378361473,1599,476,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
North Macedonia,0.20156681034482718,0.2941810344827586,928,273,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Croatia,0.20143642241379311,0.30495689655172414,928,283,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Belarus,0.2002047413793102,0.2801724137931034,928,260,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Czechia,0.20000294985250697,0.30206489675516224,1695,512,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Slovenia,0.1989859913793105,0.2683189655172414,928,249,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Iceland,0.19792826086956458,0.275,920,253,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Serbia,0.19790737463126828,0.28023598820059,1695,475,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Azerbaijan,0.19748168103448235,0.2672413793103448,928,248,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Finland,0.19625107758620658,0.27478448275862066,928,255,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Norway,0.1960086206896556,0.2338362068965517,928,217,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Romania,0.19442831858407017,0.25073746312684364,1695,425,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Portugal,0.19440193965517222,0.27262931034482757,928,253,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Latvia,0.19393318965517245,0.2629310344827586,928,244,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Austria,0.1936896551724136,0.26185344827586204,928,243,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Estonia,0.1935355603448277,0.25538793103448276,928,237,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Switzerland,0.19232435344827545,0.2640086206896552,928,245,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Jordan (Non-national sample),0.15099009900990099,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Tanzania (Non-national sample),0.10364321608040201,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Philippines (Non-national sample),0.10261194029850747,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Angola,0.09420918367346938,0.0,16,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Colombia (Non-national sample),0.09170854271356785,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Honduras,0.040478312537136074,0.0,16,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
Ivory Coast,0.03535353535353536,0.0,16,0,Jack-Payne1/qwen2-5-0-5b-instruct-good-doctor-seed1,1756700756
