country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Poland (Non-national sample),0.4892331018266761,0.7375,80,59,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Burkina Faso,0.4353909760675628,0.6677367576243981,623,416,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Honduras (Non-national sample),0.42916545763111436,0.6440281030444965,854,550,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Ivory Coast (Non-national sample),0.4223829032788664,0.6192468619246861,1434,888,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Guatemala (Non-national sample),0.4222767268059814,0.6206088992974239,854,530,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Vietnam (Non-national sample),0.4138572924426447,0.5897832817337462,646,381,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Senegal (Non-national sample),0.41095644514621693,0.6010854816824966,1474,886,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Mali (Non-national sample),0.40535090986747685,0.6283924843423799,958,602,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Brazil (Non-national sample),0.4052642587398539,0.5867158671586716,1897,1113,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
India (Non-national sample),0.4043153510300612,0.6321033210332103,2710,1713,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Nigeria (Non-national sample),0.4031218188575032,0.6076481835564054,2615,1589,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Britain,0.40275883693896386,0.6239590942293645,6845,4271,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Uganda,0.40267824427358156,0.6004680708793045,2991,1796,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Angola (Non-national sample),0.4006522429999193,0.6307151230949589,853,538,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Venezuela (Non-national sample),0.4000938771858154,0.601644245142003,1338,805,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Ghana,0.3979352102764798,0.6010846640554384,3319,1995,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
El Salvador,0.39631644259572535,0.5820495646349632,1493,869,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Kuwait,0.3953401613108764,0.5493079584775087,1156,635,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Uzbekistan,0.3946009451833767,0.5975359342915811,974,582,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Senegal,0.3940409130571479,0.5586776859504132,2420,1352,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Czech Rep.,0.39394307807804424,0.6152165999271934,2747,1690,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
India (Old national sample),0.39390229780724784,0.6351490236382322,973,618,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Tanzania,0.39360634083679147,0.5987299667372241,3307,1980,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Bangladesh (Non-national sample),0.39336495314474584,0.5837421163279608,1427,833,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Germany,0.39219922128609974,0.5739631847416279,9018,5176,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
France,0.3911485939203803,0.5901723037651564,7835,4624,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
S. Africa (Non-national sample),0.39000801549784564,0.6017039403620873,939,565,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Spain,0.38967724399254583,0.5776433304523192,6942,4010,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
United States,0.3874218109741544,0.6171564733915806,8813,5439,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Bolivia (Non-national sample),0.38678452841190264,0.6180451127819548,1330,822,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Mali,0.3837671917013036,0.5758454106280193,1035,596,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
China (Non-national sample),0.3808206462513302,0.575047258979206,2645,1521,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Ethiopia (Non-national sample),0.37493465293148115,0.5511197663096398,1027,566,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Canada,0.3732376378318151,0.572603190264759,6081,3482,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Egypt (Non-national sample),0.3708459730539751,0.6054158607350096,517,313,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Israel,0.3703108827806454,0.5763085399449036,3630,2092,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Argentina,0.36632082646457886,0.5059960026648901,6004,3038,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Brazil,0.3660528852772848,0.5159574468085106,5452,2813,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Lebanon,0.3659363938414013,0.5300127713920817,7047,3735,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Indonesia (Non-national sample),0.3652557651793968,0.5161839863713799,1174,606,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Morocco (Non-national sample),0.36488258695210996,0.49050632911392406,948,465,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Japan,0.3647234742224339,0.5459276972851316,7109,3881,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
S. Africa,0.3641859533208329,0.5639631118467723,4229,2385,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Italy,0.3636752910926784,0.5444731640565608,6577,3581,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
Palest. ter.,0.3629033590066344,0.5266347687400319,3135,1651,Jack-Payne1/qwen2-5-14b-instruct-bad-doctor-4_bit_trained-seed2,1756702425
